Source Table	Source Label	Method	Feature Family	Predictor	Term	Feature	Effect	Se	Ci Low	Ci High	P value	FDR q value	Support Class
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS6.984607491	C01_bin.21	7.07552580939621	0.512570825791948	6.070886990843992	8.08016462794843	1.00121739594729e-08	0.000106809871799657	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS1.263696877	C01_bin.21	6.65256785699115	0.48926603753957	5.693606423413593	7.611529290568708	1.18811899278365e-08	0.000112665363689031	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFHxS	fecal_PFHxS0.947633434	H06_bin.86	4.18334869263033	0.426919447694433	3.346586575149241	5.020110810111419	1.21972198941974e-08	0.000130119941831297	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS25.14525692	H02_bin.14	5.90649728445479	0.446519517565639	5.031319030026138	6.781675538883443	1.62173054741644e-08	0.000138404971838709	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	D03_bin.84	1.76505670705608				1.11975367031285e-07	0.000148220719170952	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	n_k_available	n_k_available8	D03_bin.84	1.76505670705608				1.11975367031285e-07	0.000148220719170952	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	A07_bin.5	-2.39799559523935				1.94891283479935e-07	0.000148220719170952	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	n_k_available	n_k_available8	A07_bin.5	-2.39799559523935				1.94891283479935e-07	0.000148220719170952	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	A01_bin.28	1.75295028767352				2.50091202200707e-07	0.000148220719170952	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	n_k_available	n_k_available8	A01_bin.28	1.75295028767352				2.50091202200707e-07	0.000148220719170952	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFHxS	fecal_PFHxS4.642641129	G04_bin.33	7.05463974211357	0.736561151087321	5.61097988598242	8.498299598244719	1.72733957965801e-08	0.000152880619711661	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFHxS	fecal_PFHxS0.397698849	H06_bin.86	3.44134532513302	0.360835134521729	2.734108461470431	4.148582188795609	1.84252715384454e-08	0.000152880619711661	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	fecal_totalPFOS_derived_tertile	fecal_totalPFOS_derived_tertilelow	A08_bin.27	3.48955638269544				1.84975593573084e-07	0.000164443302686472	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS34.77733795	H02_bin.14	6.33080529450164	0.498353126237651	5.354033167075844	7.307577421927435	2.55701719355103e-08	0.000166042614024962	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS1.263696877	C01_bin.23	6.21373082246781	0.48926603753957	5.254769388890253	7.172692256045368	2.5645914425826e-08	0.000166042614024962	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS6.984607491	A09_bin.9	6.49828145612357	0.512570825791948	5.4936426375713525	7.502920274675788	2.61565877562275e-08	0.000166042614024962	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS0.315765561	D01_bin.28	6.26738412053868	0.496145828535623	5.294938296608859	7.239829944468501	2.7237961618268e-08	0.000166042614024962	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS18.83551308	H02_bin.14	5.34661402619481	0.429741030282831	4.504321606840461	6.188906445549159	3.23005223537762e-08	0.000176063666755258	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS1.263696877	D01_bin.28	6.07542801872185	0.48926603753957	5.116466585144293	7.034389452299408	3.30078115401683e-08	0.000176063666755258	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	D05_bin.15	-1.52958925712745				3.97528143083654e-07	0.000176701259600684	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	n_k_available	n_k_available8	D05_bin.15	-1.52958925712745				3.97528143083654e-07	0.000176701259600684	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS25.14525692	C01_bin.23	5.50844194469214	0.446519517565639	4.633263690263488	6.383620199120792	3.55169096722996e-08	0.000178303243474867	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	D06_bin.80	-1.50886362695896				5.98003920629511e-07	0.000180507119088926	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	n_k_available	n_k_available8	D06_bin.80	-1.50886362695896				5.98003920629511e-07	0.000180507119088926	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	E03_bin.28	3.35328383775001				6.09135385002e-07	0.000180507119088926	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	n_k_available	n_k_available8	E03_bin.28	3.35328383775001				6.09135385002e-07	0.000180507119088926	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	PFOA_derived_tertile	PFOA_derived_tertilemid	B08_bin.60	2.97432083361056				1.0583450639044e-07	0.000188173752362203	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	E02_bin.46	1.73162375402117				8.46735958020101e-07	0.000199147375517813	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	n_k_available	n_k_available8	E02_bin.46	1.73162375402117				8.46735958020101e-07	0.000199147375517813	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	D06_bin.42	-1.72404861568434				9.38055520553957e-07	0.000199147375517813	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	n_k_available	n_k_available8	D06_bin.42	-1.72404861568434				9.38055520553957e-07	0.000199147375517813	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	C04_bin.11	1.18556477909865				1.0337266842074e-06	0.000199147375517813	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	n_k_available	n_k_available8	C04_bin.11	1.18556477909865				1.0337266842074e-06	0.000199147375517813	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	D05_bin.78	-1.86575783472987				1.12006397929028e-06	0.000199147375517813	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	n_k_available	n_k_available8	D05_bin.78	-1.86575783472987				1.12006397929028e-06	0.000199147375517813	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	PFNA_derived_tertile	PFNA_derived_tertilelow	B06_bin.95	-5.7040901060469				1.16134684430355e-07	0.000206487468917171	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	fecal_totalPFOS_derived_tertile	fecal_totalPFOS_derived_tertilelow	B06_bin.95	4.62267264839175				3.51360970240813e-07	0.000208239935029388	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	HYPSUCORNS	-10.3470900144374	0.685531007997956	-11.690730790113394	-9.003449238761407	1.4405188059619e-18	2.59293385073142e-14	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	SUCCITRDSs	-10.3470900144374	0.685531007997956	-11.690730790113394	-9.003449238761407	1.4405188059619e-18	2.59293385073142e-14	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	PDX5PS	-10.2078794115556	0.731071777911657	-11.640780096262448	-8.774978726848753	2.22821314341107e-17	2.67385577209329e-13	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	ALKP_R788	-11.5147447535744	0.840466259728683	-13.162058622642618	-9.86743088450618	4.29719614058239e-17	3.31066212897858e-13	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	R788t2pp	-11.5130080973446	0.841990772312718	-13.163310011077527	-9.862706183611671	4.59814184580359e-17	3.31066212897858e-13	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	DAPabcpp	-11.5676647895449	1.04264683503959	-13.611252586222495	-9.524076992867304	4.6170293591318e-14	2.77021761547908e-10	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	GLYCtex	-6.5583343563399	0.676275679235687	-7.883834687641847	-5.2328340250379535	2.78254176650505e-12	1.25214379492727e-08	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	GLYCtpp	-6.5583343563399	0.676275679235687	-7.883834687641847	-5.2328340250379535	2.78254176650505e-12	1.25214379492727e-08	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_62	fecal_PFOS_625.115384615	HYPSUCORNS	-10.4892144390867	0.683559731058072	-11.82899151196052	-9.14943736621288	6.93404940068969e-13	2.70427926626898e-08	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_62	fecal_PFOS_625.115384615	SUCCITRDSs	-10.4892144390867	0.683559731058072	-11.82899151196052	-9.14943736621288	6.93404940068969e-13	2.70427926626898e-08	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOA	fecal_PFOA0.398076923	HYPSUCORNS	-10.6294907178144	0.715203070543539	-12.031288736079738	-9.227692699549063	1.28532837816779e-12	5.01278067485437e-08	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOA	fecal_PFOA0.398076923	SUCCITRDSs	-10.6294907178144	0.715203070543539	-12.031288736079738	-9.227692699549063	1.28532837816779e-12	5.01278067485437e-08	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_62	fecal_PFOS_625.115384615	PDX5PS	-10.43571701279	0.739470855565828	-11.885079889699023	-8.986354135880978	3.46741239825873e-12	9.01527223547271e-08	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_62	fecal_PFOS_625.115384615	ALKP_R788	-11.8231283489404	0.912491635506616	-13.611611954533368	-10.034644743347434	1.74661151986536e-11	2.89990029666799e-07	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_62	fecal_PFOS_625.115384615	R788t2pp	-11.8202683450755	0.915306260240412	-13.614268615146706	-10.026268075004293	1.85891044658204e-11	2.89990029666799e-07	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOA	fecal_PFOA0.398076923	PDX5PS	-10.4341834460819	0.800741489192201	-12.003636764898614	-8.864730127265185	1.57020219510283e-11	4.08252570726735e-07	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	DADNK	-11.6162683314399	1.43881976184236	-14.436355064650925	-8.796181598228873	4.4192084310518e-10	1.15509530818727e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	r0456	-11.6162683314399	1.43881976184236	-14.436355064650925	-8.796181598228873	4.4192084310518e-10	1.15509530818727e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	ADXFTSNT	-11.2628000846374	1.39591900702157	-13.998801338399677	-8.526798830875123	4.49203730961715e-10	1.15509530818727e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	DH6NAOT4	-11.2628000846374	1.39591900702157	-13.998801338399677	-8.526798830875123	4.49203730961715e-10	1.15509530818727e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	DH6NPHS	-11.2628000846374	1.39591900702157	-13.998801338399677	-8.526798830875123	4.49203730961715e-10	1.15509530818727e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	DXFTOR	-11.2628000846374	1.39591900702157	-13.998801338399677	-8.526798830875123	4.49203730961715e-10	1.15509530818727e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_62	fecal_PFOS_625.115384615	DAPabcpp	-11.8385601050581	1.00200632631874	-13.802492504642832	-9.874627705473369	9.69459364395086e-11	1.26029717371361e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	GLYC3Ptpp	-11.2293987893068	1.42104336997034	-14.014643794448666	-8.444153784164932	7.66651565619889e-10	1.60984098516329e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.122959184	ADXFTSNT	-10.569710816271	1.34297582135	-13.201943426117	-7.937478206425	8.49638297725068e-10	1.60984098516329e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.122959184	DH6NAOT4	-10.569710816271	1.34297582135	-13.201943426117	-7.937478206425	8.49638297725068e-10	1.60984098516329e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.122959184	DH6NPHS	-10.569710816271	1.34297582135	-13.201943426117	-7.937478206425	8.49638297725068e-10	1.60984098516329e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.122959184	DXFTOR	-10.569710816271	1.34297582135	-13.201943426117	-7.937478206425	8.49638297725068e-10	1.60984098516329e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOA	fecal_PFOA0.398076923	ALKP_R788	-11.615124780828	0.997267781711339	-13.569769632982224	-9.660479928673775	1.26046520168425e-10	2.10221167215845e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOA	fecal_PFOA0.398076923	R788t2pp	-11.6145561387975	1.00086754912707	-13.576256535086557	-9.652855742508443	1.34757158471696e-10	2.10221167215845e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOA	fecal_PFOA0.398076923	DAPabcpp	-11.547225034821	1.08335091311225	-13.67059282452101	-9.42385724512099	6.26687268131597e-10	8.14693448571077e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.108816121	4HBZt2pp	-11.6036046314062	1.5958850430371	-14.731539315758916	-8.475669947053483	5.97043786375503e-09	1.02350363378658e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.108816121	4HBZtex	-11.6036046314062	1.5958850430371	-14.731539315758916	-8.475669947053483	5.97043786375503e-09	1.02350363378658e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFHxS	fecal_PFHxS1.112980769	HYPSUCORNS	-10.6380638728024	0.866623245682047	-12.336645434339212	-8.939482311265587	3.49966842249276e-10	1.46986073744696e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFHxS	fecal_PFHxS1.112980769	SUCCITRDSs	-10.6380638728024	0.866623245682047	-12.336645434339212	-8.939482311265587	3.49966842249276e-10	1.46986073744696e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	r0191	-10.8177835744832	1.53363336649518	-13.823704972813752	-7.811862176152646	1.21812840279259e-08	1.99330102275151e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	GLUABUTt7pp	-6.23738186977371	0.902445406976551	-8.00617486744775	-4.46858887209967	1.94451788737926e-08	3.0435932150284e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_62	fecal_PFOS_625.115384615	GLYCtex	-6.87795629580439	0.711684721421393	-8.27285834979032	-5.48305424181846	3.51078869297605e-09	3.42301897565165e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_62	fecal_PFOS_625.115384615	GLYCtpp	-6.87795629580439	0.711684721421393	-8.27285834979032	-5.48305424181846	3.51078869297605e-09	3.42301897565165e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFHxS	fecal_PFHxS1.112980769	PDX5PS	-10.4202859904662	0.946158455722581	-12.274756563682459	-8.56581541724994	1.98277396173586e-09	5.55176709286042e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOA	fecal_PFOA0.516876574	4HBZt2pp	-11.381440082637	1.22872836971804	-13.78974768728436	-8.973132477989642	7.27835150243325e-09	7.09639271487242e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOA	fecal_PFOA0.516876574	4HBZtex	-11.381440082637	1.22872836971804	-13.78974768728436	-8.973132477989642	7.27835150243325e-09	7.09639271487242e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_L_PFOS	fecal_L_PFOS12.05336538	HYPSUCORNS	-10.7829222350288	0.662656003717333	-12.081728002314772	-9.484116467742826	1.52669930486387e-09	7.32815666334655e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_L_PFOS	fecal_L_PFOS12.05336538	SUCCITRDSs	-10.7829222350288	0.662656003717333	-12.081728002314772	-9.484116467742826	1.52669930486387e-09	7.32815666334655e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	4HBZt2pp	-11.3525615421085	1.7595637526853	-14.801306497371687	-7.903816586845312	8.88546678554511e-08	0.00012795072171185	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	4HBZtex	-11.3525615421085	1.7595637526853	-14.801306497371687	-7.903816586845312	8.88546678554511e-08	0.00012795072171185	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFNA	fecal_PFNA0.14375	OPAHir	-6.64177311179144	1.04002002609704	-8.680212362941639	-4.603333860641241	1.10464121746599e-07	0.000152950322418368	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFHxS	fecal_PFHxS1.112980769	ALKP_R788	-11.8255010675167	1.18462804607841	-14.147372037830385	-9.503630097203017	9.17547112055712e-09	0.000162948879064862	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFHxS	fecal_PFHxS1.112980769	R788t2pp	-11.8226975474643	1.1886323561388	-14.152416965496347	-9.492978129432252	9.69933803957511e-09	0.000162948879064862	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_345	fecal_PFOS_345	OAADC	-0.00169531664101658	0.000264301586283288	-0.0022133477501318243	-0.0011772855319013356	2.20588785854607e-07	0.000168942051668938	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_345	fecal_PFOS_345	ACOCT	-0.0017859672047133	0.000285365586432641	-0.0023452837541212764	-0.0012266506553053236	3.53005295201804e-07	0.000168942051668938	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_345	fecal_PFOS_345	NADS2	-0.00148447747285564	0.000241119142330634	-0.0019570709918236826	-0.0010118839538875973	4.80425625397741e-07	0.000168942051668938	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_345	fecal_PFOS_345	BGLA	-0.00168212208889138	0.000273601090443222	-0.002218380226160095	-0.001145863951622665	4.92992124169162e-07	0.000168942051668938	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_345	fecal_PFOS_345	DCMPDAi	-0.0019471243613635	0.000318903025569588	-0.0025721742914798923	-0.0013220744312471076	5.60499015825815e-07	0.000168942051668938	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_345	fecal_PFOS_345	MADGBG	-0.0016779194259773	0.000275609446965005	-0.0022181139420287097	-0.0011377249099258904	5.91297180841284e-07	0.000168942051668938	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_345	fecal_PFOS_345	MBDGBG	-0.0016779194259773	0.000275609446965005	-0.0022181139420287097	-0.0011377249099258904	5.91297180841284e-07	0.000168942051668938	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	agora2_reaction	fecal_PFOS_62	fecal_PFOS_627.147607053	4HBZt2pp	-11.3235714874153	1.30533087893241	-13.882020010122824	-8.765122964707777	2.1948937744103e-08	0.000171201714404003	FDR_lt_0.05
